UIN,acd_institute_name,acd_institute_type,acd_department,acd_position,acd_city,acd_state,acd_country,acd_postal_code,acd_tenure_from_date,acd_tenure_to_date,acd_association_type,acd_source_url1,acd_source_url2,acd_source_url3,acd_processed_timestamp,acd_inserted_timestamp,acd_updated_timestamp,acd_processed_date,acd_inserted_date,acd_updated_date,acd_delete_flag_timestamp,acd_processed_date timestamp,acd_inserted_date timestamp,,,,
GJ010217,"Apollo Hospital, Ahmedabad",Hospital,Department of Hemato-oncology and Transplant Medicine,Hemato-oncology Physician,Ahmedabad,Gujarat,India,382428,2011,2012,National,https://drjineshshah.com/about-profile/,,,18:06,18:06,,13/06/2025,13/06/2025,,,13/06/2025 18:06,13/06/2025 18:06,,,,
GJ010217,Marengo CIMS Hospital,Hospital,,Clinical Care Director,Ahmedabad,Gujarat,India,380060,2009,2001,National,https://drjineshshah.com/about-profile/,,,18:06:53,18:06:53,,13/06/2025,13/06/2025,,,13/06/2025 18:06,13/06/2025 18:06,,,,
GJ010217,Aarna Superspeciality Hospital,Hospital,,Consultant Physician,Ahmedabad,Gujarat,India,380007,,,National,https://drjineshshah.com/about-profile/,,,18:06:53,18:06:53,,13/06/2025,13/06/2025,,,13/06/2025 18:06,13/06/2025 18:06,,,,
GJ010217,Aarna Superspeciality Hospital,Hospital,,Diabetologist,Ahmedabad,Gujarat,India,380007,,,National,https://drjineshshah.com/about-profile/,,,18:06,18:06,,13/06/2025,13/06/2025,,,13/06/2025 18:06,13/06/2025 18:06,,,,
GJ010217,Aarna Superspeciality Hospital,Hospital,,Cardiologist,Ahmedabad,Gujarat,India,380007,,,National,https://drjineshshah.com/about-profile/,,,18:06,18:06,,13/06/2025,13/06/2025,,,13/06/2025 18:06,13/06/2025 18:06,,,,
GJ025219,Sri Jayadeva Institute of Cardiovascular Sciences and Research,Academic,Cardiology,Assistant Professor,Bengaluru,Karnataka,India,560041,,,National,https://www.linkedin.com/in/meet-thacker-028353105,,,12:44,12:44,,14/06/2025,14/06/2025,,,14/06/2025 12:44,14/06/2025 12:44,,,,
GJ025219,Shri M P Shah Government Medical College,Academic,Internal Medicine,Assistant Professor,Jamnagar,Gujarat,India,361008,,,National,https://www.linkedin.com/in/meet-thacker-028353105,,,12:44,12:44,,14/06/2025,14/06/2025,,,14/06/2025 12:44,14/06/2025 12:44,,,,
GJ025219,Shri M P Shah Government Medical College,Academic,,Senior Registrar,Jamnagar,Gujarat,India,361008,,,National,https://www.linkedin.com/in/meet-thacker-028353105,,,12:44,12:44,,14/06/2025,14/06/2025,,,14/06/2025 12:44,14/06/2025 12:44,,,,
GJ028631,Rhythm Heart Institute Vadodara,Academic,,Consultant Interventional Cardiologist,Vadodara,Gujarat,India,390022,2019,2021,National,https://www.linkedin.com/in/dr-sanket-saraiya-16272b12b/,,,17:46,17:46,,11/06/2025,11/06/2025,,,11/06/2025 17:46,11/06/2025 17:46,,,,
HP001183,Indira Gandhi Medical College & Hospital,Hospital,,Associate Professor,Shimla,Himachal Pradesh,India,171001,,,National,http://www.igmcshimla.edu.in/cardio.jsp https://www.linkedin.com/in/rajeev-marwaha-5186a11a8/?originalSubdomain=in http://www.igmcshimla.edu.in/faculty.jsp#tabs-1,,,18:13,18:13,,13/06/2025,13/06/2025,,,13/06/2025 18:13,13/06/2025 18:13,,,,
HP001185,"MMU Medical College and Hospital, Solan",Hospital,,Assistant Professor,Solan,Himachal Pradesh,India,173229,2019,2021,National,https://www.linkedin.com/in/amit-verma-719602213/,,,9:39,9:39,,10/06/2025,10/06/2025,,,10/06/2025 9:39,10/06/2025 9:39,,,,
HR004998,Postgraduate Institute of Medical Education and Research,Academic,,Senior Resident,Chandigarh,Chandigarh,India,160012,1998,1999,National,https://www.practo.com/gurgaon/doctor/dr-joy-chakraborty-internal-medicine,,,12:29,12:29,,14/06/2025,14/06/2025,,,14/06/2025 12:29,14/06/2025 12:29,,,,
HR004998,Deen Dayal Upadhaya Hospital,Hospital,,Senior Resident,New Delhi,Delhi ,India,110064,1997,2000,National,https://www.practo.com/gurgaon/doctor/dr-joy-chakraborty-internal-medicine,,,12:29,12:29,,14/06/2025,14/06/2025,,,14/06/2025 12:29,14/06/2025 12:29,,,,
HR010853,Armed Forces Medical College,Academic,Department of Endocrinology,Assistant Professor,Pune,Maharashtra,India,411040,1990,1996,National,https://www.practo.com/gurgaon/doctor/abhay-ahluwalia-1-endocrinologist-endocrinologist,,,15:47,15:47,,29/04/2025,29/04/2025,,,29/04/2025 15:47,29/04/2025 15:47,,,,
JH005026,Mahatma Gandhi Medical College,Academic,Department of Internal Medicine,Assistant Professor,Pillayarkuppam,Puducherry,India,607402,2016,2016,National,https://www.practo.com/kota/doctor/dr-pankaj-verma-2-infectious-diseases-physician/stories?fingerprint=8939e34a-4877-488a-bce2-aa1de341af90&from_amp=true,,,17:14,17:14,,19/04/2025,19/04/2025,,,19/04/2025 17:14,19/04/2025 17:14,,,,
JH006058,Rajendra Institute of Medical Sciences,Hospital,Department of Cardiology,Associate Professor,Ranchi,Jharkhand,India,834009,,,National,https://rimsranchi.ac.in/dept/cardiology.php,,,12:25,12:25,,14/06/2025,14/06/2025,,,14/06/2025 12:25,14/06/2025 12:25,,,,
KA000099,Karnataka Medical College and Research Institute,Academic,Internal Medicine,Physician,Hubli,Karnataka,India,580022,2010,2013,National,https://www.linkedin.com/in/dr-sagar-desai-b6680b81/?originalSubdomain=in,,,18:56,18:56,,12/06/2025,12/06/2025,,,12/06/2025 18:56,12/06/2025 18:56,,,,
KA005551,Dr. B.R Ambedkar Medical College,Academic,,Assistant professor,Bengaluru,Karnataka,India,560045,2010,2016,National,https://www.linkedin.com/in/dr-ambanna-gowda-b36a20123/details/experience/,,,9:34:04,9:34:04,,10/06/2025,10/06/2025,,,10/06/2025 9:34,10/06/2025 9:34,,,,
KA009498,Sri Jayadeva Institute of Cardiology,Academic,Department of Cardiology,Professor,Bengaluru,Karnataka,India,560041,1994,2014,National,https://www.practo.com/bangalore/doctor/dr-ramesh-21-cardiologist,,,12:13,12:13,,14/06/2025,14/06/2025,,,14/06/2025 12:13,14/06/2025 12:13,,,,
KA009498,Sri Jayadeva Institute of Cardiology,Academic,Department of Cardiology,Assistant Professor,Bengaluru,Karnataka,India,560041,1989,1994,National,https://www.practo.com/bangalore/doctor/dr-ramesh-21-cardiologist,,,12:13,12:13,,14/06/2025,14/06/2025,,,14/06/2025 12:13,14/06/2025 12:13,,,,
KA010280,St John's Medical College Hospital,Hospital,Department of Endocrinology,Assistant Professor,Bengaluru,Karnataka,India,560034,2009,2013,National,https://www.practo.com/bangalore/doctor/dr-anantharaman-r-diabetologist-2?practice_id=693752&specialization=Hyperthyroidism&referrer=doctor_listing&category_name=symptom&category_id=165,,,10:12,10:12,,15/04/2025,15/04/2025,,,15/04/2025 10:12,15/04/2025 10:12,,,,
KA010632,Sri Jayadeva Institute of Cardiovascular Sciences and Research,Hospital,Department of Cardiology,Assistant Professor,Bengaluru,Karnataka,India,560069,,,National,https://jayadevacardiology.com/director_staff.html https://jayadevacardiology.com/opd_days_doctors.html https://www.linkedin.com/in/shanmugam-krishnan-7a48177b/?originalSubdomain=in,,,12:39,12:39,,14/06/2025,14/06/2025,,,14/06/2025 12:39,14/06/2025 12:39,,,,
KA011283,"JJM Medical College,Davanagere",Hospital,Department of General Medicine,Associate Professor,Davanagere,Karnataka,India,577004,,,National,https://www.jjmmc.org/departments/general-medicine/pradeep.php,,,12:22,12:22,,14/06/2025,14/06/2025,,,14/06/2025 12:22,14/06/2025 12:22,,,,
KA011693,Sri Jayadeva Institute of Cardiovascular Sciences and Research,Academic,Department of Cardiology,Lecturer,Bengaluru,Karnataka,India,560041,1999,2015,National,https://www.practo.com/bangalore/doctor/dr-bagirath-raghuraman-cardiologist,,,18:16,18:16,,15/04/2025,15/04/2025,,,15/04/2025 18:16,15/04/2025 18:16,,,,
KA012534,Trustwell Hospital,Hospital,,Heart Failure Specialist,Bengaluru,Karnataka,India,560002,,,National,https://www.drameetoswal.com/,,,17:34,17:34,,11/06/2025,11/06/2025,,,11/06/2025 17:34,11/06/2025 17:34,,,,
KA012534,Bhagwan Mahaveer Jain Hospital,Hospital,,Consultant,Bengaluru,Karnataka,India,560052,,,National,https://www.drameetoswal.com/,,,17:34,17:34,,11/06/2025,11/06/2025,,,11/06/2025 17:34,11/06/2025 17:34,,,,
KA012534,Kempegowda Institute of Medical Sciences,Academic,Department of Cardiology,Associate Professor,Bengaluru,Karnataka,India,560002,,,National,https://www.drameetoswal.com/,,,17:34,17:34,,11/06/2025,11/06/2025,,,11/06/2025 17:34,11/06/2025 17:34,,,,
KA012534,Aesthetic Heart Dermatology & Cardiology Clinic,Hospital,,Specialist Cardiologist,Bengaluru,Karnataka,India,560041,,,National,https://www.drameetoswal.com/,,,17:34,17:34,,11/06/2025,11/06/2025,,,11/06/2025 17:34,11/06/2025 17:34,,,,
KA013595,Sri Jayadeva Institute of Cardiovascular Sciences and Research,Hospital,Department of Cardiology,Associate Professor,Bengaluru,Karnataka,India,560069,,,National,https://jayadevacardiology.com/opd_days_doctors.html https://jayadevacardiology.com/director_staff.html,,,9:38,9:38,,10/06/2025,10/06/2025,,,10/06/2025 9:38,10/06/2025 9:38,,,,
KA015145,Government Medical College Thiruvananthapuram,Academic,Department of Cardiology,Assistant Professor,Thiruvananthapuram,Kerala,India,695011,2018,2019,National,https://www.linkedin.com/in/varun-kulkarni-9333a4b1/,,,18:57,18:57,,12/06/2025,12/06/2025,,,12/06/2025 18:57,12/06/2025 18:57,,,,
KA015145,Navodaya Medical College Hospital & Research Centre,Hospital,,Assistant Professor,Raichur,Karnataka,India,584103,2013,2014,National,https://www.linkedin.com/in/varun-kulkarni-9333a4b1/,,,18:57,18:57,,12/06/2025,12/06/2025,,,12/06/2025 18:57,12/06/2025 18:57,,,,
KA015145,Sri Jayadeva Institute of Cardiovascular Sciences and Research,Academic,Department of Cardiology,Assistant Professor,Bengaluru,Karnataka,India,560041,,2019,National,https://www.linkedin.com/in/varun-kulkarni-9333a4b1/,,,18:57,18:57,,12/06/2025,12/06/2025,,,12/06/2025 18:57,12/06/2025 18:57,,,,
KA015145,Mahidol Oxford Tropical Medicine Research Unit,Academic,,Research Assistant,Bangkok,,Thailand,10400,,2011,International,https://www.linkedin.com/in/varun-kulkarni-9333a4b1/,,,18:57,18:57,,12/06/2025,12/06/2025,,,12/06/2025 18:57,12/06/2025 18:57,,,,
KA016367,"Apollo Hospital, Bengaluru",Hospital,,Consultant Cardiologist,Bengaluru,Karnataka,India,560076,2009,2011,National,https://www.linkedin.com/in/ramamurthy-bingi-b86ba019/?originalSubdomain=in,,,9:38:49,9:38:49,,10/06/2025,10/06/2025,,,10/06/2025 9:38,10/06/2025 9:38,,,,
KA016367,"Apollo Hospital, Bengaluru",Hospital,,Coordinator,Bengaluru,Karnataka,India,560076,2009,2011,National,https://www.linkedin.com/in/ramamurthy-bingi-b86ba019/?originalSubdomain=in,,,9:38:49,9:38:49,,10/06/2025,10/06/2025,,,10/06/2025 9:38,10/06/2025 9:38,,,,
KA016367,Panacea Hospital,Hospital,,Interventional Cardiologist,Bengaluru,Karnataka,India,560072,,2017,National,https://www.linkedin.com/in/ramamurthy-bingi-b86ba019/?originalSubdomain=in,,,9:38:49,9:38:49,,10/06/2025,10/06/2025,,,10/06/2025 9:38,10/06/2025 9:38,,,,
KA016367,Sri Jayadeva Institute of Cardiovascular Sciences and Research,Academic,Department of Cardiology,Professor,Bengaluru,Karnataka,India,560041,,,National,https://www.linkedin.com/in/ramamurthy-bingi-b86ba019/?originalSubdomain=in,,,9:38,9:38,,10/06/2025,10/06/2025,,,10/06/2025 9:38,10/06/2025 9:38,,,,
KA016367,Bangalore Hospital,Hospital,,Consultant Cardiologist,Bengaluru,Karnataka,India,560004,,2015,National,https://www.linkedin.com/in/ramamurthy-bingi-b86ba019/?originalSubdomain=in,,,9:38,9:38,,10/06/2025,10/06/2025,,,10/06/2025 9:38,10/06/2025 9:38,,,,
KA016557,Sri Jayadeva Institute of Cardiovascular Sciences and Research,Academic,Department of Cardiology,Associate Professor,Mysuru,Karnataka,India,570016,,,National,https://www.practo.com/bangalore/doctor/kapil-rangan-cardiologist,,,9:46,9:46,,10/06/2025,10/06/2025,,,10/06/2025 9:46,10/06/2025 9:46,,,,
KA016557,Sri Jayadeva Institute of Cardiovascular Sciences and Research,Academic,Department of Cardiology,Assistant Professor,Mysuru,Karnataka,India,570016,,,National,https://www.practo.com/bangalore/doctor/kapil-rangan-cardiologist,,,9:46,9:46,,10/06/2025,10/06/2025,,,10/06/2025 9:46,10/06/2025 9:46,,,,
KA016830,Government Medical College,Academic,Department of Endocrinology,Assistant Professor,Hubballi,Karnataka,India,580022,2008,2011,National,https://www.practo.com/bangalore/doctor/shivaprasad-ks-endocrinologist-1,,,11:40,11:40,,25/04/2025,25/04/2025,,,25/04/2025 11:40,25/04/2025 11:40,,,,
KA016853,Vydehi Institute of Medical Sciences & Research Centre,Hospital,Cardiac Sciences Department,Associate Professor,Bengaluru,Karnataka,India,560066,,,National,https://vims.ac.in/vims-hospital/cardiology-hospital/ https://www.1mg.com/doctors/dr-vijay-sai-v-chowdekar-cardiology-in-bengaluru/DR-xgwx5?srsltid=AfmBOooh2gt0bDYZzjAK64qr8o8NF2WJaVS_kFRU169Y2kgdnc_GHdiJ&wpsrc=Google+Organic+Search https://www.linkedin.com/in/vijay-sai-chowdekar-83968915a/?originalSubdomain=in https://mymedisage.com/profile/dr-vijaysai-chowdekar-v2,,,9:19,9:19,,10/06/2025,10/06/2025,,,10/06/2025 9:19,10/06/2025 9:19,,,,
KA017728,KLE Academy of Higher Education & Research,Academic,Department of Cardiology,Professor,Belagavi,Karnataka,India,590010,,,National,https://drsanjayporwal.com/best-cardiologist-doctor-in-belgaum.html,,,9:41:04,9:41:04,,10/06/2025,10/06/2025,,,10/06/2025 9:41,10/06/2025 9:41,,,,
KA017728,"KLE's Dr. Prabhakar Kore Hospital & Medical Research Centre, Belagavi",Hospital,,Senior Interventional Cardiologist,Belagavi,Karnataka,India,590010,,,National,https://drsanjayporwal.com/best-cardiologist-doctor-in-belgaum.html,,,9:41,9:41,,10/06/2025,10/06/2025,,,10/06/2025 9:41,10/06/2025 9:41,,,,
KA017728,Jaslok Hospital,Hospital,,Ex -Honorary Consultant,Mumbai,Maharashtra,India,400026,,,National,https://drsanjayporwal.com/best-cardiologist-doctor-in-belgaum.html,,,9:41,9:41,,10/06/2025,10/06/2025,,,10/06/2025 9:41,10/06/2025 9:41,,,,
KA017728,Jaslok Hospital,Hospital,,Interventional Cardiologist,Mumbai,Maharashtra,India,400026,,,National,https://drsanjayporwal.com/best-cardiologist-doctor-in-belgaum.html,,,9:41,9:41,,10/06/2025,10/06/2025,,,10/06/2025 9:41,10/06/2025 9:41,,,,
KA018068,Sri Devaraj Urs Academy of Higher Education and Research,Academic,,Assistant Professor,Kolar,Karnataka,India,563101,2006,2011,National,https://www.practo.com/bangalore/doctor/dr-chetan-2-gastroenterologist,,,12:55,12:55,,22/04/2025,22/04/2025,,,22/04/2025 12:55,22/04/2025 12:55,,,,
KA019758,Sri Jayadeva Institute of Cardiovascular Sciences and Research,Hospital,Department of Cardiology,Associate Professor,Bengaluru,Karnataka,India,560069,,,National,https://jayadevacardiology.com/opd_days_doctors.html https://jayadevacardiology.com/director_staff.html,,,9:10,9:10,,10/06/2025,10/06/2025,,,10/06/2025 9:10,10/06/2025 9:10,,,,
KA019804,M S Ramaiah Memorial Hospital,Hospital,Department of Cardiology,Professor,Bengaluru,Karnataka,India,560054,,,National,https://www.practo.com/bangalore/doctor/dr-v-s-prakash-cardiologist,,,18:03,18:03,,16/04/2025,16/04/2025,,,16/04/2025 18:03,16/04/2025 18:03,,,,
KA020152,"Kasturba Medical College, Manipal",Hospital,Department of Medicine,Associate professor,Manipal,Karnataka,India,576104,,,National,https://www.manipal.edu/kmc-manipal/department-faculty/faculty-list/rama-moorthi/_jcr_content.html,,,17:17,17:17,,11/06/2025,11/06/2025,,,11/06/2025 17:17,11/06/2025 17:17,,,,
KA020366,"Kasturba Medical College, Manipal",Hospital,,Associate Professor,Manipal,Karnataka,India,576104,,,National,https://www.manipal.edu/kmc-manipal/department-faculty/faculty-list/raghavendra-rao-s/_jcr_content.html,,,9:16,9:16,,10/06/2025,10/06/2025,,,10/06/2025 9:16,10/06/2025 9:16,,,,
KA028073,Sri Jayadeva Institute of Cardiovascular Sciences and Research,Hospital,Department of Cardiology,Professor,Bengaluru,Karnataka,India,560069,,,National,https://jayadevacardiology.com/director_staff.html https://jayadevacardiology.com/opd_days_doctors.html,,,9:49,9:49,,10/06/2025,10/06/2025,,,10/06/2025 9:49,10/06/2025 9:49,,,,
KA028479,Sri Jayadeva Institute of Cardiovascular Sciences and Research,Hospital,Department of Cardiology,Assistant Professor,Bengaluru,Karnataka,India,560069,,,National,https://jayadevacardiology.com/director_staff.html https://jayadevacardiology.com/opd_days_doctors.html,,,17:58,17:58,,11/06/2025,11/06/2025,,,11/06/2025 17:58,11/06/2025 17:58,,,,
KA029439,Sri Jayadeva Institute of Cardiovascular Sciences and Research,Hospital,Department of Cardiology,Associate Professor,Bengaluru,Karnataka,India,560069,,,National,https://jayadevacardiology.com/director_staff.html https://jayadevacardiology.com/opd_days_doctors.html,,,17:12,17:12,,11/06/2025,11/06/2025,,,11/06/2025 17:12,11/06/2025 17:12,,,,
KA029696,Kasturba Hospital,Hospital,Department of Internal Medicine,Assistant Professor,Tumakuru,Karnataka,India,572102,2007,2008,National,https://www.practo.com/bangalore/doctor/g-vivek-cardiologist?practice_id=1312752,,,17:06:35,17:06:35,,11/06/2025,11/06/2025,,,11/06/2025 17:06,11/06/2025 17:06,,,,
KA035351,Sri Jayadeva Institute of Cardiovascular Sciences and Research,Hospital,Department of Vascular Surgery,Associate Professor,Bengaluru,Karnataka,India,560041,,,National,https://jayadevacardiology.karnataka.gov.in/storage/pdf-files/DIRECTOR%20%20FACULTIES%20AND%20STAFF%20AS%20ON%2001%2006%202021.pdf,,,17:30,17:30,,11/06/2025,11/06/2025,,,11/06/2025 17:30,11/06/2025 17:30,,,,
KA037568,Sri Siddhartha Medical College and Hospital,Hospital,Department of General Medicine,Assistant Professor,Tumakuru,Karnataka,India,572107,,,National,https://www.ssmctumkur.org/faculty-General-medicine.html https://mymedisage.com/profile/dr-sharathkumar-j-v-v9,,,17:36,17:36,,11/06/2025,11/06/2025,,,11/06/2025 17:36,11/06/2025 17:36,,,,
KA038860,Sri Jayadeva Institute of Cardiovascular Sciences and Research,Hospital,Department of Cardiology,Assistant Professor,Bengaluru,Karnataka,India,560069,,,National,https://jayadevacardiology.com/director_staff.html https://jayadevacardiology.com/opd_days_doctors.html https://heart.cmesociety.com/2020/speaker/chetana-krishnegowda-sri-jayadeva-institute-of-cardiovascular-sciences-and-research-bangalore-india,,,17:39,17:39,,11/06/2025,11/06/2025,,,11/06/2025 17:39,11/06/2025 17:39,,,,
KA040203,Sri Jayadeva Institute of Cardiovascular Sciences and Research,Hospital,Department of Electrophysiology,Assistant Professor,Bengaluru,Karnataka,India,560069,,,National,https://jayadevacardiology.com/director_staff.html https://www.manipalhospitals.com/oldairportroad/doctors/dr-darshan-krishnappa-consultant-cardiac-electrophysiologist/ https://www.linkedin.com/in/darshan-krishnappa-aaa01687/?originalSubdomain=in,,,17:24,17:24,,11/06/2025,11/06/2025,,,11/06/2025 17:24,11/06/2025 17:24,,,,
KA040467,S. Nijalingappa Medical College and HSK Hospital,Hospital,,Assistant Professor,Bagalkote,Karnataka,India,587101,,,National,https://snmcbgk.in/medical%20college/Teaching%20staff%20list.pdf,,,17:55,17:55,,11/06/2025,11/06/2025,,,11/06/2025 17:55,11/06/2025 17:55,,,,
KA042008,Sri Jayadeva Institute of Cardiovascular Sciences and Research,Academic,,Staff,Bengaluru,Karnataka,India,560041,,,National,https://www.linkedin.com/in/goutam-yelsangikar-488a32166/?originalSubdomain=in,,,18:24,18:24,,12/06/2025,12/06/2025,,,12/06/2025 18:24,12/06/2025 18:24,,,,
KA043887,"Kodagu Institute of Medical Sciences, Madikeri",Hospital,Department of Community Medicine,Associate Professor,Madikeri,Karnataka,India,571201,,,National,https://kimskodagu.karnataka.gov.in/new-page/Staff/en,,,17:46,17:46,,11/06/2025,11/06/2025,,,11/06/2025 17:46,11/06/2025 17:46,,,,
KL000304,Government General Hospital Kozhikode,Hospital,,Senior Consultant Interventional Cardiologist,Kozhikode,Kerala,India,673032,,,National,https://drharikrishnad.com/,,,9:29,9:29,,10/06/2025,10/06/2025,,,10/06/2025 9:29,10/06/2025 9:29,,,,
KL000304,PVS Sunrise Hospital Calicut,Hospital,Coronary & Endovascular Interventions,Head,Kozhikode,Kerala,India,673002,,,National,https://drharikrishnad.com/,,,9:29,9:29,,10/06/2025,10/06/2025,,,10/06/2025 9:29,10/06/2025 9:29,,,,
KL000304,"Sahakarana Hrudayalaya, Pariyaram Medical College",Academic,Department of Cardiology,Associate Professor,Kannur,Kerala,India,695011,,,National,https://drharikrishnad.com/,,,9:29:29,9:29:29,,10/06/2025,10/06/2025,,,10/06/2025 9:29,10/06/2025 9:29,,,,
KL000304,"Sahakarana Hrudayalaya, Pariyaram Medical College",Academic,,DM Training Faculty,Kannur,Kerala,India,695011,,,National,https://drharikrishnad.com/,,,9:29:29,9:29:29,,10/06/2025,10/06/2025,,,10/06/2025 9:29,10/06/2025 9:29,,,,
KL000304,"Sahakarana Hrudayalaya, Pariyaram Medical College",Academic,,Consultant Interventional Cardiologist,Kannur,Kerala,India,695011,,,National,https://drharikrishnad.com/,,,9:29:29,9:29:29,,10/06/2025,10/06/2025,,,10/06/2025 9:29,10/06/2025 9:29,,,,
KL000304,"Government Medical College, Thrissur",Academic,Department of Cardiology,Senior Lecturer,Thrissur,Kerala,India,695011,,,National,https://drharikrishnad.com/,,,9:29:29,9:29:29,,10/06/2025,10/06/2025,,,10/06/2025 9:29,10/06/2025 9:29,,,,
